citing,papers_omid_for_citing,cited,papers_omid_for_cited
br/0620182806,,br/062602392431,br/062602392431
br/061903376580,,br/06803796944,br/06803796944
br/0620517992,,br/061303345034,br/061303345034
br/0652018570,,br/06202881027,br/06202881027
br/061201210513,,br/061502990446,br/061502990446
br/062501323388,,br/061103399193,br/061103399193
br/062501323388,,br/061202495070,br/061202495070
br/062501323388,,br/06102894982,br/06102894982
br/062501323388,,br/061502990123,br/061502990123
br/062501323388,,br/061502302100,br/061502302100
br/061601213945,,br/061502990167,br/061502990167
br/061201210609,,br/06103645994,br/06103645994
br/062501605031,,br/06202880750,br/06202880750
br/062501323211,,br/062503171161,br/062503171161
br/062501323211,,br/062503138797,br/062503138797
br/061601214069,,br/061303135209,br/061303135209
br/0620517988,,br/06902916044,br/06902916044
br/061201210510,,br/06903290685,br/06903290685
br/061201210510,,br/062503139309,br/062503139309
br/061201210295,,br/062102462165,br/062102462165
br/061201210295,,br/06202880201,br/06202880201
br/061201210293,,br/061703385283,br/061703385283
br/061201210293,,br/062503231035,br/062503231035
br/061201210293,,br/06101953614,br/06101953614
br/061201210293,,br/06103645988,br/06103645988
br/061601214065,,br/061202494919,br/061202494919
br/061601213938,,br/062503231035,br/062503231035
br/061601214063,,br/062102462306,br/062102462306
br/061601213936,,br/06803303336,br/06803303336
br/061601213936,,br/062503170270,br/062503170270
br/061601213936,,br/06803303365,br/06803303365
br/061601213936,,br/06603312083,br/06603312083
br/0652018566,,br/062102462313,br/062102462313
br/0652018566,,br/061303135339,br/061303135339
br/061301094822,,br/062202938293,br/062202938293
br/061901331738,,br/062102462410,br/062102462410
br/061301094905,,br/061503348249,br/061503348249
br/061301094905,,br/061403372166,br/061403372166
br/0652018479,,br/062503139070,br/062503139070
br/0652018610,,br/06103645685,br/06103645685
br/062501323238,,br/062503170813,br/062503170813
br/062501323269,,br/062503170270,br/062503170270
br/0652018547,,br/062403172365,br/062403172365
br/0652018529,,br/06303564325,br/06303564325
br/061201210504,,br/06103645994,br/06103645994
br/061201210504,,br/06803302715,br/06803302715
br/061601213969,,br/061403372166,br/061403372166
br/061201210438,,br/06802910392,br/06802910392
br/0652018532,,br/06603311915,br/06603311915
br/0652018531,,br/061502990262,br/061502990262
br/0652018528,,br/061502990167,br/061502990167
br/061201210275,,br/06401910657,br/06401910657
br/061201210275,,br/06202110194,br/06202110194
br/061201210275,,br/061202494981,br/061202494981
br/061901331735,,br/06102894834,br/06102894834
br/062301232186,,br/06202880316,br/06202880316
br/061401745137,,br/062503170351,br/062503170351
br/0620517952,,br/06603312079,br/06603312079
br/061301094820,,br/06202109854,br/06202109854
br/061301094819,,br/061502990548,br/061502990548
br/0620517950,,br/062503139072,br/062503139072
br/0620517950,,br/062102462339,br/062102462339
br/061201210412,,br/061202495062,br/061202495062
br/0620517852,,br/062203219690,br/062203219690
br/062301232190,,br/06101953289,br/06101953289
br/061601214031,,br/061403372166,br/061403372166
br/0652018582,,br/061302297162,br/061302297162
br/0652018539,,br/062403172298,br/062403172298
br/061601214029,,br/06303564485,br/06303564485
br/061301094832,,br/062302941760,br/062302941760
br/062501323400,,br/061303134760,br/061303134760
br/061201210473,,br/06202880534,br/06202880534
br/061201210473,,br/062503231033,br/062503231033
br/061201210473,,br/062503139257,br/062503139257
br/061201210411,,br/06802910346,br/06802910346
br/061201210411,,br/06902522091,br/06902522091
br/061201210411,,br/06101953783,br/06101953783
br/061201210411,,br/062202938515,br/062202938515
br/061201210411,,br/06103811293,br/06103811293
br/061201210432,,br/06902915912,br/06902915912
br/061201210432,,br/062503139063,br/062503139063
br/061201210472,,br/06202880475,br/06202880475
br/061201210471,,br/062202938514,br/062202938514
br/061201210470,,br/06103645513,br/06103645513
br/061201210470,,br/06202880206,br/06202880206
br/061201210470,,br/06903290472,br/06903290472
br/0620517934,,br/062102462141,br/062102462141
br/061201210469,,br/06603597634,br/06603597634
br/061201210469,,br/06402052020,br/06402052020
br/061301094830,,br/061502990451,br/061502990451
br/061201210308,,br/06902521706,br/06902521706
br/061201210308,,br/061502990085,br/061502990085
br/06180647972,,br/061202495485,br/061202495485
br/061501213664,,br/062503230934,br/062503230934
br/061501213664,,br/062202938359,br/062202938359
br/061501213664,,br/062503170754,br/062503170754
br/061501213664,,br/06103646257,br/06103646257
br/061901331746,,br/06101953308,br/06101953308
br/061901331746,,br/06902915742,br/06902915742
br/061901331746,,br/061303134538,br/061303134538
br/061901331746,,br/06202880791,br/06202880791
br/061901331746,,br/061303135339,br/061303135339
br/061901331746,,br/062102462118,br/062102462118
br/061901331746,,br/062503138615,br/062503138615
br/061901331746,,br/062503231135,br/062503231135
br/0620517948,,br/06102894826,br/06102894826
br/0652018562,,br/06401911086,br/06401911086
br/0652018562,,br/062503139222,br/062503139222
br/0652018410,,br/06303564727,br/06303564727
br/061201210455,,br/06603312038,br/06603312038
br/0652018487,,br/062102462175,br/062102462175
br/062601405457,,br/06803303035,br/06803303035
br/061201210407,,br/062503170300,br/062503170300
br/061201210407,,br/06703788319,br/06703788319
br/061201210407,,br/061303135202,br/061303135202
br/061201210407,,br/062203369294,br/062203369294
br/061201210407,,br/061303331615,br/061303331615
br/061201210407,,br/06402051871,br/06402051871
br/0652018519,,br/06201938902,br/06201938902
br/0652018519,,br/062503170270,br/062503170270
br/0652018519,,br/06902521708,br/06902521708
br/0620517854,,br/06903290438,br/06903290438
br/0620517873,,br/061502990213,br/061502990213
br/062101399251,,br/06201938557,br/06201938557
br/062501323309,,br/061502990314,br/061502990314
br/061201210388,,br/062503363520,br/062503363520
br/062501323369,,br/06101953137,br/06101953137
br/062501323369,,br/06202110038,br/06202110038
br/06102965163,,br/062202938047,br/062202938047
br/06102965163,,br/061502989979,br/061502989979
br/0620517865,,br/06102894833,br/06102894833
br/0620517865,,br/06101953640,br/06101953640
br/0620517865,,br/06603794991,br/06603794991
br/0620517865,,br/061403128913,br/061403128913
br/0620517865,,br/062202938211,br/062202938211
br/062402705662,,br/06902522075,br/06902522075
br/061201353675,,br/06303801059,br/06303801059
br/062101075455,,br/06303564731,br/06303564731
br/061901966867,,br/062503171166,br/062503171166
br/062501323376,,br/061402276828,br/061402276828
br/061201210442,,br/062503170270,br/062503170270
br/061201210442,,br/062503231733,br/062503231733
br/061301094812,,br/061403326825,br/061403326825
br/062501323379,,br/06201938581,br/06201938581
br/061201210405,,br/06202880522,br/06202880522
br/061201210405,,br/06202880996,br/06202880996
br/061201210405,,br/06103811293,br/06103811293
br/061901331744,,br/062202938047,br/062202938047
br/061901331744,,br/061502989979,br/061502989979
br/061901331744,,br/06902915621,br/06902915621
br/061201210535,,br/061103399297,br/061103399297
br/061501213653,,br/06802910407,br/06802910407
br/061201210452,,br/06103645868,br/06103645868
br/061601214053,,br/061502990234,br/061502990234
br/062501323377,,br/06102894845,br/06102894845
br/06701294712,,br/062503170937,br/062503170937
br/06701294712,,br/061502990167,br/061502990167
br/061201210398,,br/061202494979,br/061202494979
br/0620517842,,br/06202880898,br/06202880898
br/061201210449,,br/061702498441,br/061702498441
br/0652018399,,br/06902915568,br/06902915568
br/0652018399,,br/062503231035,br/062503231035
br/0652018399,,br/062302941692,br/062302941692
br/0652018399,,br/06101953614,br/06101953614
br/0652018399,,br/06103645988,br/06103645988
br/061601213924,,br/06903290975,br/06903290975
br/061601213924,,br/061403129111,br/061403129111
br/0652018485,,br/062102462407,br/062102462407
br/061201210448,,br/062302941687,br/062302941687
br/061201210445,,br/06303564373,br/06303564373
br/0652018616,,br/061502990380,br/061502990380
br/061901331750,,br/061403372166,br/061403372166
br/0620517954,,br/06902521783,br/06902521783
br/061201210414,,br/061403326044,br/061403326044
br/061201210414,,br/062303370525,br/062303370525
br/061201210289,,br/06803302988,br/06803302988
br/062301232191,,br/06202880229,br/06202880229
br/0652018416,,br/06603312026,br/06603312026
br/061201210286,,br/062503139279,br/062503139279
br/061201210286,,br/061203265115,br/061203265115
br/061201210286,,br/062403233440,br/062403233440
br/06250327250,,br/06103645685,br/06103645685
br/061301094762,,br/062503138989,br/062503138989
br/06110879134,,br/06202880477,br/06202880477
br/062301232195,,br/06101953135,br/06101953135
br/06102965070,,br/06803303336,br/06803303336
br/06102964793,,br/06803302992,br/06803302992
br/0652018388,,br/061102305439,br/061102305439
br/062501323368,,br/062503138892,br/062503138892
br/061301094792,,br/06202880500,br/06202880500
br/06402661706,,br/06903290430,br/06903290430
br/06601642714,,br/06103645992,br/06103645992
br/061601435609,,br/06902522074,br/06902522074
br/06401274205,,br/06102894798,br/06102894798
br/06401274205,,br/062202938326,br/062202938326
br/06401274205,,br/06803302987,br/06803302987
br/06401274205,,br/06201938576,br/06201938576
br/06401274205,,br/061502990227,br/061502990227
br/06401274205,,br/06603312032,br/06603312032
br/06601149354,,br/06103645523,br/06103645523
br/06601149354,,br/061403129111,br/061403129111
br/06601149354,,br/0630184127,br/0630184127
br/06180648153,,br/06803302692,br/06803302692
br/061801473525,,br/0620183097,br/0620183097
br/061801473525,,br/0630183858,br/0630183858
br/06301423729,,br/06603312038,br/06603312038
br/062601731088,,br/0630184105,br/0630184105
br/062601731088,,br/0630184084,br/0630184084
br/062402170554,,br/062503139388,br/062503139388
br/06180457896,,br/061503348248,br/061503348248
br/0640295606,,br/06103646388,br/06103646388
br/06602435418,,br/061502990097,br/061502990097
br/06602435418,,br/06803303324,br/06803303324
br/06702822783,,br/06101953710,br/06101953710
br/06702822781,,br/06103645890,br/06103645890
br/06202200116,,br/06101953772,br/06101953772
br/061301470669,,br/0630184407,br/0630184407
br/062401457307,,br/062202937845,br/062202937845
br/06801346701,,br/06202880584,br/06202880584
br/061402890075,,br/06103645998,br/06103645998
br/061402889806,,br/062303370649,br/062303370649
br/061402889809,,br/061702498959,br/061702498959
br/061402889820,,br/061502990263,br/061502990263
br/061402889820,,br/06101953190,br/06101953190
br/061402889871,,br/06903290472,br/06903290472
br/061402889871,,br/06101953769,br/06101953769
br/061402889598,,br/061202494927,br/061202494927
br/06203327551,,br/06802910392,br/06802910392
br/06203327593,,br/062102462413,br/062102462413
br/06203327573,,br/062403172279,br/062403172279
br/06203327573,,br/062503170616,br/062503170616
br/061602917970,,br/061202495062,br/061202495062
br/06203327224,,br/06201938828,br/06201938828
br/06203326977,,br/06202880742,br/06202880742
br/06203327020,,br/061503151346,br/061503151346
br/06203326964,,br/06202880167,br/06202880167
br/06203326964,,br/062503170623,br/062503170623
br/06203326936,,br/06802909994,br/06802909994
br/06203326712,,br/06101953125,br/06101953125
br/06203326712,,br/061702498959,br/061702498959
br/06203326712,,br/061303135246,br/061303135246
br/06203326712,,br/061502990322,br/061502990322
br/06203326904,,br/061403129111,br/061403129111
br/06203326903,,br/061702498952,br/061702498952
br/06203326718,,br/061202495062,br/061202495062
br/06203326875,,br/06603597295,br/06603597295
br/06203326874,,br/061502990147,br/061502990147
br/06203326871,,br/06101953427,br/06101953427
br/06203326788,,br/06202880161,br/06202880161
br/061602918009,,br/062503170937,br/062503170937
br/061602918676,,br/061502990121,br/061502990121
br/061602918613,,br/06202880478,br/06202880478
br/061602918005,,br/061502990234,br/061502990234
br/061602918600,,br/062202938456,br/062202938456
br/061602918579,,br/061702498959,br/061702498959
br/061602918579,,br/061202495192,br/061202495192
br/061602918578,,br/062102462388,br/062102462388
br/061602918258,,br/061502990382,br/061502990382
br/061602918399,,br/06902521780,br/06902521780
br/061602918180,,br/062202938177,br/062202938177
br/061602918174,,br/06201938554,br/06201938554
br/061602918396,,br/061503151346,br/061503151346
br/061602918396,,br/062503170623,br/062503170623
br/061602918162,,br/062102462315,br/062102462315
br/061602918375,,br/06102894846,br/06102894846
br/061602918391,,br/062503170937,br/062503170937
br/061602918129,,br/061202495257,br/061202495257
br/061602918401,,br/062503170616,br/062503170616
br/061602918401,,br/062403172279,br/062403172279
br/061602918119,,br/061702498378,br/061702498378
br/061602917939,,br/061202495192,br/061202495192
br/061602917939,,br/061702498879,br/061702498879
br/061502910739,,br/06102894846,br/06102894846
br/061502910708,,br/061403129097,br/061403129097
br/061502910708,,br/061202495138,br/061202495138
br/061502910707,,br/06101953769,br/06101953769
br/061502910707,,br/06803303117,br/06803303117
br/061502910707,,br/062303370649,br/062303370649
br/061502910594,,br/061503151346,br/061503151346
br/06703303828,,br/061702498960,br/061702498960
br/06703303828,,br/06201938601,br/06201938601
br/06703303828,,br/062102462132,br/062102462132
br/06703303397,,br/061503348306,br/061503348306
br/06401883256,,br/062102462321,br/062102462321
br/06401883256,,br/06902521786,br/06902521786
br/06401883256,,br/06202880916,br/06202880916
br/06401883256,,br/06101953093,br/06101953093
br/06401883258,,br/061403129527,br/061403129527
br/06703308075,,br/062202938514,br/062202938514
br/061102915124,,br/062603402461,br/062603402461
br/061102915124,,br/06202881102,br/06202881102
br/061102914716,,br/062202937814,br/062202937814
br/06701854232,,br/061202495248,br/061202495248
br/06701854232,,br/06803303360,br/06803303360
br/06701854232,,br/06202880508,br/06202880508
br/0620182764,,br/0630183881,br/0630183881
br/0620182764,,br/061203210431,br/061203210431
br/0620182764,,br/0630184147,br/0630184147
br/0620182764,,br/061203242238,br/061203242238
br/061301142118,,br/062503231131,br/062503231131
br/06301887381,,br/061303135266,br/061303135266
br/06301887381,,br/06803303363,br/06803303363
br/06301887381,,br/06903290410,br/06903290410
